Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
FDL58,5.78,Regular,0.081356682,Snack Foods,263.7568,OUT017,Small,Tier 2,Supermarket Type1,7.877612559,Food
NCD30,19.7,Non-Edible,0.026903714,Household,96.0726,OUT045,Small,Tier 2,Supermarket Type1,7.149401633,Non-Consumable
NCZ54,14.65,Non-Edible,0.093830507,Household,161.5552,OUT010,Small,Tier 3,Grocery Store,5.786622497,Non-Consumable
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,Small,Tier 3,Grocery Store,4.884032983,Food
FDR44,6.11,Regular,0.103042643,Fruits and Vegetables,131.2968,OUT010,Small,Tier 3,Grocery Store,5.568320076,Food
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,Small,Tier 3,Grocery Store,5.568320076,Food
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,High,Tier 3,Supermarket Type1,8.213796123,Food
FDA39,6.32,Low Fat,0.013952322,Meat,40.2822,OUT035,Small,Tier 2,Supermarket Type1,7.038944756,Food
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,7.59910214,Food
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,Small,Tier 2,Supermarket Type1,7.256877452,Food
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,Small,Tier 1,Supermarket Type1,5.585952688,Food
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,Small,Tier 2,Supermarket Type1,8.17574707,Food
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,High,Tier 3,Supermarket Type1,7.786496572,Drinks
NCO07,9.06,Non-Edible,0.017116983,Others,211.956,OUT019,Small,Tier 1,Grocery Store,5.366237663,Non-Consumable
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,High,Tier 3,Supermarket Type1,7.991981922,Food
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,Small,Tier 1,Grocery Store,5.037822354,Drinks
FDS49,9,Low Fat,0.079562248,Canned,79.7644,OUT035,Small,Tier 2,Supermarket Type1,7.40904704,Food
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,8.03989789,Food
NCX42,6.36,Non-Edible,0.005949644,Household,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,8.470127873,Non-Consumable
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,8.142216938,Food
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,Small,Tier 2,Supermarket Type1,7.034262283,Food
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,Small,Tier 2,Supermarket Type1,7.864910756,Food
NCD06,13,Non-Edible,0.099325278,Household,45.406,OUT046,Small,Tier 1,Supermarket Type1,6.408327782,Non-Consumable
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,7.738058924,Drinks
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,Small,Tier 1,Grocery Store,4.788975641,Food
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,7.565528307,Food
FDX21,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,7.63802135,Food
NCU05,11.8,Non-Edible,0.058451805,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,5.491765954,Non-Consumable
NCR38,17.25,Non-Edible,0.113748685,Household,251.3724,OUT045,Small,Tier 2,Supermarket Type1,8.824112261,Non-Consumable
NCR18,15.85,Non-Edible,0.020603511,Household,42.7112,OUT017,Small,Tier 2,Supermarket Type1,6.461730642,Non-Consumable
NCU41,18.85,Non-Edible,0.052044976,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,8.086237399,Non-Consumable
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,Small,Tier 2,Supermarket Type1,8.885108501,Food
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,Small,Tier 2,Supermarket Type1,8.079040167,Drinks
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,8.231139659,Food
FDY25,12,Low Fat,0.033946163,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,8.143765675,Food
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,Small,Tier 2,Supermarket Type1,6.883187139,Food
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,Medium,Tier 1,Supermarket Type1,6.285940365,Food
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,Small,Tier 2,Supermarket Type1,8.568042187,Food
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,Small,Tier 1,Grocery Store,5.727720331,Drinks
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,7.484378531,Food
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,Medium,Tier 1,Supermarket Type1,6.633334223,Food
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,High,Tier 3,Supermarket Type1,7.538258676,Food
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,Small,Tier 2,Supermarket Type1,8.237500664,Food
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,Small,Tier 1,Grocery Store,3.7443047,Food
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,Small,Tier 2,Supermarket Type1,5.563224549,Food
NCI17,8.645,Non-Edible,0.143303291,Health and Hygiene,96.341,OUT013,High,Tier 3,Supermarket Type1,5.26828075,Non-Consumable
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,Small,Tier 2,Supermarket Type1,7.431775273,Food
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,Small,Tier 2,Supermarket Type1,8.44611373,Food
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,High,Tier 3,Supermarket Type1,8.507524359,Food
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,7.257816198,Drinks
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,Small,Tier 2,Supermarket Type1,7.111570842,Food
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,Small,Tier 2,Supermarket Type1,8.586847977,Food
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,Small,Tier 2,Supermarket Type1,7.476115579,Food
NCR54,16.35,Non-Edible,0.090486828,Household,195.211,OUT013,High,Tier 3,Supermarket Type1,7.845550327,Non-Consumable
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,High,Tier 3,Supermarket Type1,6.915415465,Food
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,6.987420993,Food
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,Small,Tier 2,Supermarket Type1,5.736350337,Food
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,High,Tier 3,Supermarket Type1,7.831110598,Food
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,Small,Tier 1,Supermarket Type1,7.264828843,Food
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,High,Tier 3,Supermarket Type1,7.646962806,Food
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,High,Tier 3,Supermarket Type1,7.565528307,Food
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,Small,Tier 2,Supermarket Type1,8.670900024,Food
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,7.641863196,Food
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,8.895561077,Food
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,High,Tier 3,Supermarket Type1,8.916501411,Food
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,Small,Tier 2,Supermarket Type1,6.111646481,Food
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,Small,Tier 3,Grocery Store,6.217965656,Food
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,Medium,Tier 3,Supermarket Type3,8.207826498,Food
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,6.603096311,Food
NCZ18,7.825,Non-Edible,0.186032678,Household,253.0698,OUT035,Small,Tier 2,Supermarket Type1,8.714251494,Non-Consumable
NCF07,9,Non-Edible,0.031867464,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,7.662107431,Non-Consumable
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,Small,Tier 2,Supermarket Type1,7.731068947,Drinks
FDJ08,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,Small,Tier 1,Grocery Store,6.353071459,Food
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,Small,Tier 2,Supermarket Type1,7.72667527,Food
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,Small,Tier 3,Grocery Store,5.696914947,Food
NCD06,13,Non-Edible,0.099729888,Household,46.306,OUT018,Medium,Tier 3,Supermarket Type2,6.32842238,Non-Consumable
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,8.623430722,Food
NCT54,8.695,Non-Edible,0.119721451,Household,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,7.121835643,Non-Consumable
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,Small,Tier 2,Supermarket Type1,6.346090644,Drinks
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,8.26048417,Food
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,Small,Tier 2,Supermarket Type1,7.230228268,Food
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,7.533996552,Food
FDV60,20.2,Regular,0.11679292,Baking Goods,196.211,OUT027,Medium,Tier 3,Supermarket Type3,8.612595731,Food
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,6.83137303,Food
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,Small,Tier 2,Supermarket Type1,6.370313227,Food
NCM31,6.095,Non-Edible,0.081196619,Others,141.4154,OUT046,Small,Tier 1,Supermarket Type1,7.257816198,Non-Consumable
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,Small,Tier 2,Supermarket Type1,6.849885459,Food
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,7.768922908,Food
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,8.087261359,Food
FDV20,20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,Small,Tier 1,Grocery Store,5.542578758,Food
NCQ54,17.7,Non-Edible,0.012540003,Household,167.0474,OUT035,Small,Tier 2,Supermarket Type1,8.682141198,Non-Consumable
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,7.034848793,Food
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,Small,Tier 2,Supermarket Type1,8.948670107,Drinks
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,Small,Tier 2,Supermarket Type1,7.929025726,Drinks
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,Small,Tier 2,Supermarket Type1,8.578867389,Food
FDR04,7.075,Low Fat,0.024750683,Frozen Foods,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,6.775207631,Food
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,Small,Tier 1,Supermarket Type1,6.947917472,Food
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,Small,Tier 2,Supermarket Type1,8.019298732,Food
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,Small,Tier 2,Supermarket Type1,8.255652827,Food
FDA01,15,Regular,0.054378253,Canned,59.1904,OUT046,Small,Tier 1,Supermarket Type1,6.269690047,Food
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,Small,Tier 1,Supermarket Type1,7.779838208,Food
FDM50,13,Regular,0.029943463,Canned,60.222,OUT027,Medium,Tier 3,Supermarket Type3,7.425844062,Food
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,6.687885363,Food
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,Small,Tier 2,Supermarket Type1,7.145209857,Food
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,Small,Tier 2,Supermarket Type1,6.788797854,Food
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,Small,Tier 3,Grocery Store,6.117533162,Food
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,Small,Tier 2,Supermarket Type1,8.263234493,Food
FDY31,5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,8.392820643,Food
DRQ35,9.3,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,8.60335386,Drinks
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,8.507524359,Food
DRD13,15,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,Small,Tier 2,Supermarket Type1,6.866674918,Drinks
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,Small,Tier 2,Supermarket Type1,7.579229488,Food
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,7.785389919,Food
NCK19,9.8,Non-Edible,0.151420934,Others,194.3478,OUT010,Small,Tier 3,Grocery Store,5.962281844,Non-Consumable
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,High,Tier 3,Supermarket Type1,6.90345123,Food
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,Small,Tier 2,Supermarket Type1,7.470442346,Food
NCW17,18,Non-Edible,0.019292355,Health and Hygiene,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,8.114320041,Non-Consumable
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,Small,Tier 2,Supermarket Type1,8.273821116,Food
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,High,Tier 3,Supermarket Type1,5.727720331,Drinks
FDN60,15.1,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,8.361575289,Food
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,Small,Tier 2,Supermarket Type1,8.395380884,Food
FDN58,13.8,Regular,0.056596985,Snack Foods,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,9.134423873,Food
FDC41,15.6,Low Fat,0.2047,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,5.4411225,Food
FDO01,21.1,Regular,0.020618324,Breakfast,129.3994,OUT027,Medium,Tier 3,Supermarket Type3,7.628999223,Food
NCO43,5.5,Non-Edible,0.04709821,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,8.113921516,Non-Consumable
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,Small,Tier 2,Supermarket Type1,8.765820831,Food
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,Small,Tier 2,Supermarket Type1,7.597433249,Food
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,Small,Tier 2,Supermarket Type1,7.962739417,Food
FDY49,17.2,Regular,0.011953902,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,7.940232324,Food
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,High,Tier 3,Supermarket Type1,6.292120839,Food
NCY18,7.285,Non-Edible,0.031125709,Household,174.3054,OUT013,High,Tier 3,Supermarket Type1,8.384492311,Non-Consumable
NCY30,20.25,Non-Edible,0.026005891,Household,180.9976,OUT045,Small,Tier 2,Supermarket Type1,7.907454371,Non-Consumable
FDJ22,18.75,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,Small,Tier 1,Grocery Store,5.95194587,Food
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,6.556898803,Drinks
FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,7.569658408,Food
NCO30,19.5,Non-Edible,0.015749341,Household,182.2608,OUT049,Medium,Tier 1,Supermarket Type1,8.104308949,Non-Consumable
NCB07,19.2,Non-Edible,0.077628053,Household,197.611,OUT049,Medium,Tier 1,Supermarket Type1,8.053116284,Non-Consumable
FDX25,16.7,Low Fat,0.102071718,Canned,181.2292,OUT018,Medium,Tier 3,Supermarket Type2,7.845810947,Food
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,Medium,Tier 3,Supermarket Type2,7.533996552,Food
FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,Small,Tier 2,Supermarket Type1,8.611748068,Food
FDT27,11.395,Regular,0.069529262,Meat,233.1616,OUT013,High,Tier 3,Supermarket Type1,8.715125858,Food
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,Small,Tier 1,Supermarket Type1,7.858498837,Drinks
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,7.136243562,Food
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,Small,Tier 1,Supermarket Type1,8.31736042,Food
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,Small,Tier 1,Supermarket Type1,8.059870925,Food
FDN39,19.35,Regular,0.065203103,Meat,166.0816,OUT027,Medium,Tier 3,Supermarket Type3,8.524059167,Food
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,Small,Tier 1,Supermarket Type1,7.037191397,Food
FDJ56,8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,Medium,Tier 3,Supermarket Type3,7.90007699,Food
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,Medium,Tier 3,Supermarket Type2,6.802205857,Drinks
NCO17,10,Non-Edible,0.073379745,Health and Hygiene,118.244,OUT046,Small,Tier 1,Supermarket Type1,7.922047838,Non-Consumable
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,Small,Tier 2,Supermarket Type1,6.779758258,Food
FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,Medium,Tier 1,Supermarket Type1,6.492454963,Food
FDX26,17.7,Low Fat,0.153741385,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,5.211828762,Food
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,High,Tier 3,Supermarket Type1,8.191915414,Food
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,Small,Tier 2,Supermarket Type1,8.547585045,Food
FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,Small,Tier 2,Supermarket Type1,7.859270442,Food
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,Medium,Tier 3,Supermarket Type2,7.160322167,Food
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,Small,Tier 2,Supermarket Type1,7.115905713,Food
FDZ07,15.1,Regular,0.138527892,Fruits and Vegetables,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,7.45861467,Food
NCW53,18.35,Non-Edible,0.053392944,Health and Hygiene,193.8162,OUT019,Small,Tier 1,Grocery Store,5.955403078,Non-Consumable
NCA54,16.5,Non-Edible,0.036715907,Household,180.0318,OUT045,Small,Tier 2,Supermarket Type1,8.28664721,Non-Consumable
FDX09,9,Low Fat,0.065236932,Snack Foods,176.437,OUT035,Small,Tier 2,Supermarket Type1,8.95728231,Food
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,High,Tier 3,Supermarket Type1,6.697790505,Food
FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,7.134652895,Food
FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,Small,Tier 1,Supermarket Type1,8.651064286,Food
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,7.290129158,Food
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,High,Tier 3,Supermarket Type1,8.087056651,Food
FDY28,7.47,Regular,0.181050859,Frozen Foods,214.3218,OUT035,Small,Tier 2,Supermarket Type1,8.360641364,Food
FDX31,20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,Medium,Tier 3,Supermarket Type3,8.589700515,Food
FDR43,18.2,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,Medium,Tier 3,Supermarket Type3,7.184844444,Food
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,Medium,Tier 3,Supermarket Type2,7.719900579,Food
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,Small,Tier 2,Supermarket Type1,7.071122159,Food
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,Small,Tier 1,Supermarket Type1,8.167469347,Food
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,Small,Tier 2,Supermarket Type1,6.415978077,Food
FDC50,15.85,Low Fat,0.151983839,Canned,96.4094,OUT035,Small,Tier 2,Supermarket Type1,7.121835643,Food
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,Small,Tier 3,Grocery Store,6.16341922,Food
FDP22,14.65,Regular,0.099392369,Snack Foods,52.6666,OUT027,Medium,Tier 3,Supermarket Type3,6.577489105,Food
DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,Small,Tier 1,Supermarket Type1,7.856180445,Drinks
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,Small,Tier 1,Supermarket Type1,7.845289639,Food
FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,OUT045,Small,Tier 2,Supermarket Type1,8.272801489,Food
FDW07,18,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Small,Tier 1,Supermarket Type1,6.682061729,Food
FDU02,13.35,Low Fat,0.179484411,Dairy,228.9352,OUT019,Small,Tier 1,Grocery Store,6.821261005,Food
NCF18,18.35,Non-Edible,0.089163056,Household,191.3504,OUT045,Small,Tier 2,Supermarket Type1,8.089714595,Non-Consumable
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,Medium,Tier 1,Supermarket Type1,7.425844062,Food
FDN58,13.8,Regular,0.056960814,Snack Foods,230.0984,OUT049,Medium,Tier 1,Supermarket Type1,8.218294959,Food
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,Small,Tier 1,Supermarket Type1,7.991306247,Food
FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842,OUT018,Medium,Tier 3,Supermarket Type2,7.88365259,Food
NCE19,8.97,Non-Edible,0.093203257,Household,52.7956,OUT045,Small,Tier 2,Supermarket Type1,6.945355834,Non-Consumable
NCK31,10.895,Non-Edible,0.026916794,Others,50.9666,OUT027,Medium,Tier 3,Supermarket Type3,6.577489105,Non-Consumable
NCJ29,10.6,Non-Edible,0.035264298,Health and Hygiene,86.1224,OUT045,Small,Tier 2,Supermarket Type1,6.057046274,Non-Consumable
FDT59,13.65,Low Fat,0.015908424,Breads,231.1668,OUT035,Small,Tier 2,Supermarket Type1,8.841014889,Food
NCX41,19,Non-Edible,0.017719277,Health and Hygiene,211.0244,OUT046,Small,Tier 1,Supermarket Type1,8.245919548,Non-Consumable
FDU45,15.6,Regular,0.035334201,Snack Foods,115.3518,OUT027,Medium,Tier 3,Supermarket Type3,7.731068947,Food
FDW24,6.8,Low Fat,0.065652494,Baking Goods,48.9034,OUT019,Small,Tier 1,Grocery Store,3.90405938,Food
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Medium,Tier 1,Supermarket Type1,8.660685316,Food
FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,OUT046,Small,Tier 1,Supermarket Type1,6.53876857,Food
